8050001	1	-18	13	-62
8050001	1	-3	48	9
8050001	1	-46	37	1
8050001	1	-49	4	7
8050001	1	-54	-45	-9
8050001	1	3	48	9
8050001	1	31	12	56
8050001	1	40	41	-4
8050001	2	43	-71	52
8050001	3	-40	36	6
8050001	3	42	28	3
8050002	1	-2	-45	52
8050002	1	-25	-85	-35
8050002	1	-35	-75	-17
8050002	1	-6	-2	-10
8050002	1	-6	-35	34
8050002	1	-6	-38	34
8050002	1	2	-45	52
8050002	1	25	-79	-48
8050002	1	37	-65	23
8050002	2	-1	-50	57
8050002	2	-1	-71	57
8050002	2	-2	-16	43
8050002	2	-35	-46	40
8050002	2	-4	-23	27
8050002	2	2	-50	57
8050002	2	2	-71	57
8050002	2	35	-40	40
8050002	2	4	-17	44
8050002	2	45	-15	30
8050002	2	59	-36	0
8050002	2	9	-23	27
8050003	1	-1	38	30
8050003	1	-2	47	20
8050003	1	-24	-46	-10
8050003	1	-3	-24	13
8050003	1	-33	18	36
8050003	1	-33	2	31
8050003	1	-34	2	27
8050003	1	-35	9	-24
8050003	1	-41	-35	-9
8050003	1	-46	13	28
8050003	1	-53	-16	36
8050003	1	-57	-27	8
8050003	1	-59	-50	9
8050003	1	18	-92	2
8050003	1	28	-45	-10
8050003	1	33	29	30
8050003	1	34	-84	-36
8050003	1	36	20	33
8050003	1	36	21	37
8050003	1	47	12	28
8050003	1	47	6	35
8050003	1	49	9	20
8050003	1	51	-13	25
8050003	1	51	9	0
8050003	1	54	-11	33
8050003	1	55	2	-25
8050003	1	61	-20	9
8050003	1	62	-20	13
8050003	1	8	-25	13
8050004	1	-23	-74	-9
8050004	1	-39	-5	68
8050004	1	-45	15	36
8050004	1	-6	-75	18
8050004	1	-8	-15	17
8050004	1	2	63	14
8050004	1	23	38	53
8050004	1	30	33	-9
8050004	1	42	-5	65
8050004	1	45	-74	18
8050004	1	47	-20	68
8050004	1	51	-69	38
8050004	1	66	-35	-6
8050004	2	-32	-83	8
8050005	1	-2	14	8
8050005	1	-27	-60	63
8050005	1	-31	-65	58
8050005	1	-33	-59	43
8050005	1	-33	-66	36
8050005	1	-33	-69	45
8050005	1	-43	2	38
8050005	1	-47	23	35
8050005	1	-65	-52	8
8050005	1	-67	-10	26
8050005	1	-69	-37	20
8050005	1	19	-15	72
8050005	1	19	-79	48
8050005	1	27	-81	35
8050005	1	27	-9	52
8050005	1	3	5	69
8050005	1	31	-61	60
8050005	1	47	-76	25
8050005	1	49	-12	28
8050005	1	49	2	31
8050005	1	55	-6	22
8050006	1	-40	40	20
8050006	1	12	-21	12
8050006	2	18	-27	5
8050007	1	-10	-38	42
8050007	1	-2	-17	0
8050007	1	-24	-4	-21
8050007	1	-24	-8	-16
8050007	1	-24	10	-2
8050007	1	-30	-38	-5
8050007	1	-30	-48	-4
8050007	1	-38	-10	-1
8050007	1	-4	4	-8
8050007	1	-44	-56	50
8050007	1	-46	-18	6
8050007	1	-46	6	28
8050007	1	-48	-32	20
8050007	1	-48	-74	20
8050007	1	-48	20	26
8050007	1	-48	30	28
8050007	1	-51	-16	18
8050007	1	-52	-51	42
8050007	1	-52	-60	28
8050007	1	-54	2	-9
8050007	1	-6	2	6
8050007	1	-60	-25	-6
8050007	1	-60	-36	-2
8050007	1	-62	-17	0
8050007	1	-64	-42	12
8050007	1	-64	-48	2
8050007	1	0	-12	32
8050007	1	0	-20	36
8050007	1	10	-38	38
8050007	1	2	-2	-2
8050007	1	2	-2	-8
8050007	1	20	-3	-15
8050007	1	32	-34	-4
8050007	1	36	18	-6
8050007	1	36	20	4
8050007	1	4	2	-8
8050007	1	42	-4	10
8050007	1	44	-14	-4
8050007	1	44	-16	18
8050007	1	44	22	2
8050007	1	52	-22	-8
8050007	1	52	-24	18
8050007	1	54	-34	26
8050007	1	56	-44	28
8050007	1	56	4	-6
8050007	1	58	-58	18
8050007	1	58	-68	0
8050007	1	60	-64	-3
8050007	1	62	-48	14
8050007	1	8	1	12
8050007	2	-16	-2	-16
8050007	2	-2	-14	0
8050007	2	-42	-56	48
8050007	2	-48	-34	20
8050007	2	-8	4	8
8050007	2	10	-40	38
8050007	2	14	-2	-14
8050007	2	2	-4	0
8050007	2	34	-36	-4
8050007	2	4	-2	-10
8050007	2	4	32	12
8050007	2	44	-2	-12
8050007	2	46	-14	-2
8050007	2	52	-20	-8
8050007	3	-26	-2	-20
8050007	3	-4	4	-8
8050007	3	-51	-18	20
8050007	3	-54	-22	-12
8050007	3	-58	-34	-4
8050007	3	-58	0	-6
8050007	3	-6	2	6
8050007	3	-64	-40	-2
8050007	3	-64	-44	0
8050007	3	-66	-20	-29
8050007	3	0	-4	-1
8050007	3	10	-38	38
8050007	3	20	-3	-15
8050007	3	34	-34	-6
8050007	3	38	-4	-6
8050007	3	44	-14	-4
8050007	3	46	-24	-12
8050007	3	56	6	-10
8050007	3	6	0	-10
8050007	3	72	-44	-6
8050007	4	-10	-2	-12
8050007	4	-11	-29	40
8050007	4	-12	-36	8
8050007	4	-12	-45	44
8050007	4	-12	-57	38
8050007	4	-14	4	17
8050007	4	-2	-20	2
8050007	4	-22	12	-2
8050007	4	-24	-40	2
8050007	4	-28	-2	-20
8050007	4	-44	-14	0
8050007	4	-46	-32	16
8050007	4	-48	-2	14
8050007	4	-51	6	6
8050007	4	-52	8	-16
8050007	4	-54	6	-12
8050007	4	-56	-12	-8
8050007	4	-56	14	28
8050007	4	-56	4	-8
8050007	4	-58	-16	-6
8050007	4	-6	-24	9
8050007	4	-60	-10	-10
8050007	4	-66	-16	26
8050007	4	-8	-28	10
8050007	4	-8	10	-8
8050007	4	-8	10	6
8050007	4	0	-4	-1
8050007	4	16	-18	-11
8050007	4	18	-14	-10
8050007	4	26	-4	-16
8050007	4	26	-8	-14
8050007	4	32	-52	52
8050007	4	32	-77	46
8050007	4	36	-68	50
8050007	4	4	-12	2
8050007	4	42	-6	-2
8050007	4	42	10	-16
8050007	4	44	-54	52
8050007	4	44	10	-13
8050007	4	48	-44	52
8050007	4	51	-72	20
8050007	4	52	-26	-1
8050007	4	54	-48	32
8050007	4	54	-58	30
8050007	4	54	10	-8
8050007	4	58	-44	36
8050007	4	62	-30	46
8050007	4	64	-22	31
8050007	4	64	-40	26
8050007	4	68	-32	0
8050007	4	68	-38	14
8050007	4	68	-44	2
8050008	1	-11	-31	-3
8050008	1	11	17	4
8050008	1	11	7	8
8050008	1	13	3	15
8050008	1	17	6	-19
8050008	1	29	-10	-16
8050009	1	-17	-4	9
8050009	1	-19	18	7
8050009	1	-24	9	14
8050009	1	13	48	29
8050009	1	17	14	14
8050009	1	18	15	10
8050009	1	24	10	10
