8050001	1	-17	16	-51
8050001	1	-4	42	16
8050001	1	-44	33	7
8050001	1	-47	1	10
8050001	1	-51	-43	-8
8050001	1	2	42	16
8050001	1	27	4	56
8050001	1	37	37	5
8050001	2	38	-72	45
8050001	3	-38	31	12
8050001	3	38	24	9
8050002	1	-24	-78	-35
8050002	1	-34	-70	-19
8050002	1	-4	-48	47
8050002	1	-7	-2	-5
8050002	1	-7	-37	31
8050002	1	-7	-40	31
8050002	1	0	-48	47
8050002	1	23	-72	-45
8050002	1	33	-65	19
8050002	2	-3	-21	41
8050002	2	-3	-54	51
8050002	2	-3	-73	49
8050002	2	-34	-48	35
8050002	2	-5	-25	26
8050002	2	0	-54	51
8050002	2	0	-73	49
8050002	2	2	-21	42
8050002	2	31	-43	37
8050002	2	41	-18	30
8050002	2	53	-36	2
8050002	2	7	-26	26
8050003	1	-2	31	34
8050003	1	-23	-44	-9
8050003	1	-3	40	26
8050003	1	-32	-3	31
8050003	1	-32	12	37
8050003	1	-33	-2	28
8050003	1	-33	9	-17
8050003	1	-39	-33	-8
8050003	1	-4	-26	13
8050003	1	-44	8	29
8050003	1	-50	-20	34
8050003	1	-54	-28	8
8050003	1	-55	-49	7
8050003	1	16	-88	-2
8050003	1	25	-43	-8
8050003	1	30	22	34
8050003	1	31	-77	-35
8050003	1	32	14	36
8050003	1	32	14	40
8050003	1	43	0	37
8050003	1	43	7	31
8050003	1	45	-16	26
8050003	1	45	5	24
8050003	1	46	7	6
8050003	1	48	-15	34
8050003	1	50	2	-17
8050003	1	55	-21	11
8050003	1	56	-22	15
8050003	1	6	-27	13
8050004	1	-22	-70	-11
8050004	1	-38	-12	64
8050004	1	-43	9	37
8050004	1	-7	-73	13
8050004	1	-9	-17	18
8050004	1	1	56	22
8050004	1	20	29	55
8050004	1	27	30	-1
8050004	1	37	-12	62
8050004	1	40	-72	14
8050004	1	42	-27	64
8050004	1	46	-70	33
8050004	1	60	-34	-3
8050004	2	-31	-80	3
8050005	1	-27	-63	55
8050005	1	-3	11	12
8050005	1	-31	-67	50
8050005	1	-32	-60	37
8050005	1	-32	-66	30
8050005	1	-32	-70	38
8050005	1	-41	-3	38
8050005	1	-45	17	37
8050005	1	-61	-51	6
8050005	1	-63	-13	25
8050005	1	-65	-38	18
8050005	1	1	-3	66
8050005	1	16	-22	67
8050005	1	16	-80	40
8050005	1	23	-15	50
8050005	1	23	-80	29
8050005	1	27	-64	53
8050005	1	42	-75	20
8050005	1	44	-16	29
8050005	1	44	-3	33
8050005	1	50	-10	24
8050006	1	-39	34	24
8050006	1	10	-23	13
8050006	2	16	-28	7
8050007	1	-1	-16	32
8050007	1	-1	-24	34
8050007	1	-11	-41	38
8050007	1	-23	-4	-15
8050007	1	-23	-7	-11
8050007	1	-23	8	3
8050007	1	-29	-37	-4
8050007	1	-29	-46	-4
8050007	1	-3	-17	3
8050007	1	-37	-11	2
8050007	1	-43	-58	43
8050007	1	-44	-19	7
8050007	1	-44	2	28
8050007	1	-46	-33	18
8050007	1	-46	-72	15
8050007	1	-46	15	28
8050007	1	-46	24	31
8050007	1	-48	-18	18
8050007	1	-49	-52	36
8050007	1	-49	-60	23
8050007	1	-5	3	-3
8050007	1	-50	2	-5
8050007	1	-56	-24	-4
8050007	1	-56	-35	-2
8050007	1	-58	-17	2
8050007	1	-60	-41	10
8050007	1	-60	-46	1
8050007	1	-7	-1	9
8050007	1	1	-3	-4
8050007	1	1	-3	2
8050007	1	18	-4	-9
8050007	1	29	-33	-2
8050007	1	3	1	-3
8050007	1	33	15	1
8050007	1	33	17	10
8050007	1	38	-6	13
8050007	1	40	-15	0
8050007	1	40	-19	19
8050007	1	40	18	9
8050007	1	46	-26	19
8050007	1	47	-22	-5
8050007	1	48	-36	26
8050007	1	50	-45	26
8050007	1	50	3	0
8050007	1	52	-57	16
8050007	1	52	-65	-1
8050007	1	54	-61	-3
8050007	1	56	-48	13
8050007	1	6	-1	15
8050007	1	8	-40	35
8050007	2	-16	-3	-10
8050007	2	-3	-15	3
8050007	2	-41	-58	42
8050007	2	-46	-35	18
8050007	2	-9	1	11
8050007	2	1	-6	4
8050007	2	12	-3	-9
8050007	2	3	-2	-5
8050007	2	3	27	17
8050007	2	31	-35	-3
8050007	2	40	-2	-6
8050007	2	42	-15	2
8050007	2	47	-20	-4
8050007	2	8	-42	35
8050007	3	-1	-5	2
8050007	3	-25	-2	-15
8050007	3	-48	-20	19
8050007	3	-5	3	-3
8050007	3	-50	-21	-9
8050007	3	-54	-1	-2
8050007	3	-54	-33	-4
8050007	3	-60	-39	-2
8050007	3	-60	-43	-1
8050007	3	-61	-18	-24
8050007	3	-7	-1	9
8050007	3	18	-4	-9
8050007	3	31	-33	-3
